author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/286396662/,Москва,sale,flat,5,6,4,340.0,291158999,-1,-1,-1,-1,-1,280 м²,-1,+79099163189,Якиманка, Большая Полянка,61С2,Добрынинская,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/303570225/,Москва,sale,flat,2,6,4,171.0,179895000,2000,-1,-1,-1,-1,-1,20 м²,+79175745176,Хамовники,Зубовский проезд,1,Парк Культуры,Дом в Зубовском проезде
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304838030/,Москва,sale,flat,7,13,4,192.0,127000000,-1,-1,-1,-1,-1,91 м²,30 м²,+79670580817,Тверской,4-я Тверская-Ямская ,22,Маяковская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307716977/,Москва,sale,flat,19,21,4,100.5,30000000,2019,-1,-1,-1,-1,-1,18 м²,+79660505756,Коньково, Бутлерова,7Б,Калужская,Букинист
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/303217599/,Москва,sale,flat,9,22,4,135.3,65000000,2009,-1,-1,-1,-1,78 м²,20 м²,+79895636234,Черемушки,Нахимовский проспект,47к2,Профсоюзная,
ID 413522,realtor,https://www.cian.ru/sale/flat/306979031/,Москва,sale,flat,10,14,4,99.4,83000000,-1,-1,-1,-1,-1,64 м²,"7,7 м²",+79858934802,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302082719/,Москва,sale,flat,16,18,4,220.0,180000000,2006,-1,-1,-1,-1,-1,40 м²,+79672092855,Дорогомилово,Дохтуровский переулок,6,Студенческая,Кутузовский
А101,developer,https://www.cian.ru/sale/flat/306741898/,Москва,sale,flat,9,15,4,62.1,12444679,2025,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая, чистовая","32,5 м²","16,4 м²",+74951370126,,,,Ольховая,Деснаречье ЖК
А101,developer,https://www.cian.ru/sale/flat/306742319/,Москва,sale,flat,2,15,4,80.2,16946346,2025,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая, чистовая","32,5 м²",20 м²,+74951370126,,,,Ольховая,Деснаречье ЖК
А101,developer,https://www.cian.ru/sale/flat/308161360/,Москва,sale,flat,4,17,4,78.5,18630102,2026,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая",-1,-1,+74951387175,,,7.1.2,Прокшино,Прокшино ЖК
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/297239362/,Москва,sale,flat,8,9,4,86.6,18454460,2025,-1,Монолитный,-1,"Без отделки, чистовая","60,6 м²","5,3 м²",+74951378831,,,5/3,Аэропорт Внуково,"Новые Ватутинки, мкр. Заречный"
А101,developer,https://www.cian.ru/sale/flat/308161364/,Москва,sale,flat,6,17,4,78.4,18798405,2026,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая",-1,-1,+74951387175,,,7.1.2,Прокшино,Прокшино ЖК
А101,developer,https://www.cian.ru/sale/flat/306747763/,Москва,sale,flat,12,19,4,101.2,18769665,2025,-1,-1,-1,Без отделки,"60,6 м²","29,1 м²",+74951344536,,,9.1,Улица Горчакова,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306743489/,Москва,sale,flat,13,16,4,78.5,18758522,2025,-1,-1,-1,Чистовая,"50,7 м²","22,8 м²",+74951374415,,,3.5,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306743197/,Москва,sale,flat,14,16,4,78.4,18827893,2025,-1,-1,-1,Чистовая,"50,6 м²","22,8 м²",+74951374415,,,3.3,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306739197/,Москва,sale,flat,2,17,4,88.0,18896962,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая","34,1 м²","21,9 м²",+74951379021,,,25.6,Бунинская аллея,Скандинавия ЖК
А101,developer,https://www.cian.ru/sale/flat/306740636/,Москва,sale,flat,3,22,4,82.8,18961200,2026,-1,Монолитный,-1,"Без отделки, предчистовая, чистовая","39,2 м²","20,2 м²",+74951374502,Южное Бутово, Бунинская Аллея,,Бунинская аллея,Южные сады
А101,developer,https://www.cian.ru/sale/flat/306740632/,Москва,sale,flat,3,11,4,79.7,18857020,2026,-1,Монолитный,-1,"Без отделки, предчистовая, чистовая","39,5 м²","18,2 м²",+74951374502,Южное Бутово, Бунинская Аллея,,Бунинская аллея,Южные сады
,,https://www.cian.ru/sale/flat/308761963/,Москва,sale,flat,13,16,4,75.95,19010898,2026,-1,Монолитный,-1,"Без отделки, предчистовая, чистовая",-1,-1,+78005116552,поселок Газопровод, Лесные Поляны 5-я,2,Корниловская,Смарт Гарден ЖК
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/304058024/,Москва,sale,flat,3,20,4,102.4,18953124,2027,-1,"Панельный, монолитный",-1,"Без отделки, чистовая","47,4 м²",-1,+74951475836,,,3,Филатов Луг,Город-парк Первый Московский
А101,developer,https://www.cian.ru/sale/flat/306737598/,Москва,sale,flat,7,16,4,72.3,19177937,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая","34,1 м²","22,1 м²",+74951379021,,м. Бунинская аллея,,Бунинская аллея,Скандинавия
А101,developer,https://www.cian.ru/sale/flat/306738511/,Москва,sale,flat,9,14,4,71.0,19135636,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая","46,6 м²","19,4 м²",+74951379021,,,25.1,Бунинская аллея,Скандинавия ЖК
А101,developer,https://www.cian.ru/sale/flat/306738507/,Москва,sale,flat,10,14,4,69.2,19070759,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая","47,1 м²","17,1 м²",+74951379021,,,25.1,Бунинская аллея,Скандинавия ЖК
,,https://www.cian.ru/sale/flat/301270887/,Москва,sale,flat,9,25,4,79.23,19157814,2025,-1,Монолитный,-1,Чистовая,-1,-1,+78005116552,Люблино,Юго-Восточный ао,к26,Перерва,Светлый Мир Станция Л ЖК
1-й ДСК,developer,https://www.cian.ru/sale/flat/298271698/,Москва,sale,flat,2,15,4,101.1,19106384,2023,-1,Панельный,-1,"Предчистовая, чистовая, чистовая с мебелью","62,1 м²","14,4 м²",+74951374263,Молжаниновский,Ленинградское шоссе,228к6,Подрезково,1-й Ленинградский
,,https://www.cian.ru/sale/flat/308762107/,Москва,sale,flat,13,16,4,76.63,19180967,2026,-1,Монолитный,-1,"Без отделки, предчистовая, чистовая",-1,-1,+78005116552,поселок Газопровод, Лесные Поляны 5-я,,Корниловская,Смарт Гарден ЖК
А101,developer,https://www.cian.ru/sale/flat/306744155/,Москва,sale,flat,2,21,4,93.1,19235763,2025,-1,-1,-1,Без отделки,"58,7 м²","28,5 м²",+74951374415,,,4.2,Новомосковская,Дзен-кварталы ЖК
INGRAD,developer,https://www.cian.ru/sale/flat/304080153/,Москва,sale,flat,10,22,4,90.0,19357619,2026,-1,-1,-1,Без отделки,-1,27 м²,+74951387136,,,к5,Филатов Луг,Филатов Луг ЖК
А101,developer,https://www.cian.ru/sale/flat/306738871/,Москва,sale,flat,4,17,4,78.5,19517769,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая",47 м²,"21,8 м²",+74951379021,,,25.3,Бунинская аллея,Скандинавия ЖК
А101,developer,https://www.cian.ru/sale/flat/308314157/,Москва,sale,flat,9,12,4,77.4,19464945,2026,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая","47,2 м²","15,3 м²",+74951379021,,,18.2.2,Бунинская аллея,Скандинавия ЖК
А101,developer,https://www.cian.ru/sale/flat/306744158/,Москва,sale,flat,2,21,4,96.4,19694038,2025,-1,-1,-1,Без отделки,"41,7 м²",30 м²,+74951374415,,,4.2,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306739177/,Москва,sale,flat,3,17,4,78.8,19708195,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая","36,8 м²","18,4 м²",+74951379021,,,25.6,Бунинская аллея,Скандинавия ЖК
А101,developer,https://www.cian.ru/sale/flat/306738876/,Москва,sale,flat,6,17,4,78.4,19691571,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая",47 м²,"21,7 м²",+74951379021,,,25.3,Бунинская аллея,Скандинавия ЖК
А101,developer,https://www.cian.ru/sale/flat/306747838/,Москва,sale,flat,2,16,4,107.4,19756337,2024,-1,-1,-1,Без отделки,"43,8 м²",22 м²,+74951344536,,,к1.2,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306742545/,Москва,sale,flat,10,15,4,72.2,19623094,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая","43,9 м²","11,8 м²",+74951387175,,,к10.1.1,Филатов Луг,Прокшино ЖК
А101,developer,https://www.cian.ru/sale/flat/306738631/,Москва,sale,flat,3,17,4,78.7,19918498,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая",47 м²,"21,9 м²",+74951379021,,,25.2,Бунинская аллея,Скандинавия ЖК
А101,developer,https://www.cian.ru/sale/flat/306740670/,Москва,sale,flat,2,30,4,91.7,20018110,2026,-1,Монолитный,-1,"Без отделки, предчистовая, чистовая","36,4 м²","27,2 м²",+74951374502,Южное Бутово, Бунинская Аллея,,Бунинская аллея,Южные сады
А101,developer,https://www.cian.ru/sale/flat/306739179/,Москва,sale,flat,2,17,4,86.9,20195386,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая","36,8 м²","23,9 м²",+74951379021,,,25.6,Бунинская аллея,Скандинавия ЖК
А101,developer,https://www.cian.ru/sale/flat/306738634/,Москва,sale,flat,6,17,4,78.4,20152563,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая",47 м²,"21,7 м²",+74951379021,,,25.2,Бунинская аллея,Скандинавия ЖК
А101,developer,https://www.cian.ru/sale/flat/308320861/,Москва,sale,flat,25,30,4,76.9,20022622,2025,-1,Монолитный,-1,"Без отделки, предчистовая, чистовая","36,8 м²","17,2 м²",+74951374502,Южное Бутово,к2.4,к2.4,Бунинская аллея,Южные Сады ЖК
А101,developer,https://www.cian.ru/sale/flat/306740231/,Москва,sale,flat,11,30,4,83.6,22086468,2025,-1,Монолитный,-1,"Без отделки, предчистовая, чистовая","57,1 м²","5,3 м²",+74951374502,Южное Бутово,к2.3,к2.3,Бунинская аллея,Южные Сады ЖК
Level Group,developer,https://www.cian.ru/sale/flat/308713795/,Москва,sale,flat,45,45,4,76.8,24199915,2026,-1,-1,-1,Без отделки,"54,6 м²",-1,+74951387153,Нижегородский,,1,Нижегородская,Левел Нижегородская ЖК
Level Group,developer,https://www.cian.ru/sale/flat/308713755/,Москва,sale,flat,2,9,4,78.2,24160272,2026,-1,Монолитный,-1,"Без отделки, предчистовая, чистовая","51,2 м²",-1,+74951387153,Нижегородский,,,Нижегородская,Левел Нижегородская ЖК
Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/309166739/,Москва,sale,flat,4,5,4,100.0,26900000,1955,-1,-1,-1,-1,60 м²,7 м²,+79660560633,Покровское-Стрешнево, Свободы,15/10,Тушинская,
Level Group,developer,https://www.cian.ru/sale/flat/308683351/,Москва,sale,flat,26,30,4,84.7,30753732.0,2024,-1,"Монолитно-кирпичный, монолитный",-1,Без отделки,"34,7 м²","31,3 м²",+74951378552,Западное Дегунино,Северный ао,к1,Селигерская,Левел Селигерская ЖК
MR Group,developer,https://www.cian.ru/sale/flat/305596686/,Москва,sale,flat,2,29,4,101.4,30960989.0,2025,-1,"Монолитно-кирпичный, монолитный",-1,Предчистовая,"48,2 м²","29,4 м²",+74951387213,Южнопортовый,Волгоградский проспект,32/3к4,Волгоградский проспект,Метрополия
Level Group,developer,https://www.cian.ru/sale/flat/309056870/,Москва,sale,flat,5,48,4,101.8,31224969.0,2028,-1,Монолитный,-1,"Без отделки, предчистовая, чистовая","96,8 м²",-1,+74951374351,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
Ла Терра,real_estate_agent,https://www.cian.ru/sale/flat/298529740/,Москва,sale,flat,8,8,4,156.0,31500000.0,2014,-1,-1,-1,-1,48 м²,"20,2 м²",+79660641406,, Николо-Хованская,34,Ольховая,Николин Парк
INGRAD,developer,https://www.cian.ru/sale/flat/304079130/,Москва,sale,flat,23,30,4,93.64,31587880.0,2023,-1,Монолитный,-1,"Без отделки, чистовая",-1,"5,3 м²",+74951346251,Можайский, Петра Алексеева,14,Рабочий посёлок,КутузовGRAD II
MR Group,developer,https://www.cian.ru/sale/flat/307962290/,Москва,sale,flat,36,48,4,94.69,31464909.0,2027,-1,-1,-1,Предчистовая,"43,1 м²",-1,+74951387212,Покровское-Стрешнево,Волоколамское шоссе,95/1к1,Трикотажная,City Bay
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/304453141/,Москва,sale,flat,2,22,4,95.2,31950000.0,2026,-1,-1,-1,Без отделки,63 м²,30 м²,+79623622674,Нагорный,Электролитный проезд,12Б,Нагорная,Twelve
FORMA,developer,https://www.cian.ru/sale/flat/308009185/,Москва,sale,flat,14,30,4,93.8,31933459.0,2027,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая","61,7 м²",-1,+74951379136,Щукино,к2.1,к2.1,Стрешнево,Моментс ЖК
Центр-Инвест,developer,https://www.cian.ru/sale/flat/300731902/,Москва,sale,flat,4,35,4,94.1,31944213.0,2025,-1,-1,-1,Без отделки,"62,9 м²","8,3 м²",+74951387027,Левобережный,Фестивальная ,15к24/1,Речной вокзал,Фестиваль парк-2
Tekta Group,developer,https://www.cian.ru/sale/flat/306869072/,Москва,sale,flat,4,34,4,86.5,31918500.0,2026,-1,Монолитно-кирпичный,-1,Без отделки,"60,1 м²",-1,+74951379105,Нагорный,,2,Нагорная,Твелв ЖК
MR Group,developer,https://www.cian.ru/sale/flat/307960253/,Москва,sale,flat,18,19,4,98.31,31817053.0,2027,-1,Монолитно-кирпичный,-1,Предчистовая,"49,3 м²",-1,+74951387212,Покровское-Стрешнево,Волоколамское шоссе,95/1к10,Трикотажная,City Bay
Level Group,developer,https://www.cian.ru/sale/flat/309056702/,Москва,sale,flat,53,64,4,93.8,32263026.0,2028,-1,Монолитный,-1,"Без отделки, предчистовая, чистовая","69,7 м²",-1,+74951374351,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
А101,developer,https://www.cian.ru/sale/flat/306737697/,Москва,sale,flat,11,15,4,118.7,32221850.0,2023,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая",63 м²,"7,9 м²",+74951379021,,проспект Куприна,1к2,Бунинская аллея,Скандинавия
1-й ДСК,developer,https://www.cian.ru/sale/flat/303137117/,Москва,sale,flat,2,25,4,105.3,32101232.0,2026,-1,Монолитный,-1,"Предчистовая, чистовая","56,1 м²","9,7 м²",+74951379947,Гольяново,Монтажная ,вл8/24,Щёлковская,1-й Измайловский
Владис,real_estate_agent,https://www.cian.ru/sale/flat/308159936/,Москва,sale,flat,1,8,4,93.2,32400000.0,1957,-1,-1,-1,-1,67 м²,7 м²,+79672091512,Дорогомилово, 1812 года,3,Парк Победы,
1-й ДСК,developer,https://www.cian.ru/sale/flat/307725911/,Москва,sale,flat,11,25,4,105.5,32462878.0,2026,-1,Монолитный,-1,"Предчистовая, чистовая","56,1 м²","9,7 м²",+74951379947,Гольяново,Монтажная ,вл8/24,Щёлковская,1-й Измайловский
Страна Девелопмент,developer,https://www.cian.ru/sale/flat/307980546/,Москва,sale,flat,18,30,4,82.0,32690000.0,2025,-1,Монолитный,-1,"Предчистовая, черновая, чистовая","51,9 м²",-1,+74951374473,Очаково-Матвеевское,Озерная ,42С7,Озёрная,Страна.Озёрная
Основа,developer,https://www.cian.ru/sale/flat/289516334/,Москва,sale,flat,19,29,4,95.8,32715700.0,2022,-1,Монолитный,-1,"Без отделки, черновая, чистовая","60,5 м²",10 м²,+74951374248,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet
MR Group,developer,https://www.cian.ru/sale/flat/307962288/,Москва,sale,flat,32,48,4,99.29,32896574.0,2027,-1,Монолитно-кирпичный,-1,Предчистовая,"45,7 м²",-1,+74951387212,Покровское-Стрешнево,Волоколамское шоссе,95/1к1,Трикотажная,City Bay
КОРТРОС,developer,https://www.cian.ru/sale/flat/306697779/,Москва,sale,flat,12,14,4,75.47,33267176.0,2024,-1,Монолитно-кирпичный,-1,Без отделки,"39,2 м²",-1,+74997150399,Пресненский,Шмитовский проезд,39к9,Шелепиха,Headliner
AFI Development,developer,https://www.cian.ru/sale/flat/308066656/,Москва,sale,flat,3,13,4,97.1,33414205.0,2026,-1,Монолитный,-1,"Без отделки, предчистовая, черновая, чистовая","87,1 м²",-1,+74951370891,Метрогородок,,,Бульвар Рокоссовского,Сиреневый парк ЖК
AFI Development,developer,https://www.cian.ru/sale/flat/308066655/,Москва,sale,flat,2,13,4,97.5,33457418.0,2026,-1,Монолитный,-1,"Без отделки, предчистовая, черновая, чистовая","87,5 м²",-1,+74951370891,Метрогородок,,,Бульвар Рокоссовского,Сиреневый парк ЖК
Центр-Инвест,developer,https://www.cian.ru/sale/flat/308398502/,Москва,sale,flat,3,35,4,92.4,33576108.0,2025,-1,-1,-1,Без отделки,"59,2 м²","8,3 м²",+74951387027,Левобережный,Фестивальная ,15к6,Речной вокзал,Фестиваль парк-2
MR Group,developer,https://www.cian.ru/sale/flat/305596642/,Москва,sale,flat,22,29,4,102.6,33542874.0,2025,-1,"Монолитно-кирпичный, монолитный",-1,Предчистовая,"49,3 м²","30,2 м²",+74951387213,Южнопортовый,Волгоградский проспект,32/3к4,Волгоградский проспект,Метрополия
MR Group,developer,https://www.cian.ru/sale/flat/307962343/,Москва,sale,flat,23,24,4,111.07,33536426.0,2027,-1,Монолитно-кирпичный,-1,Предчистовая,"46,3 м²",-1,+74951387212,Покровское-Стрешнево,Волоколамское шоссе,95/1к5,Трикотажная,City Bay
Ташир,developer,https://www.cian.ru/sale/flat/304066812/,Москва,sale,flat,3,19,4,114.0,,2025,-1,Монолитный,-1,"Без отделки, предчистовая, черновая","77,7 м²",-1,+74951387114,Можайский,,,Молодёжная,Стеллар Сити ЖК
Основа,developer,https://www.cian.ru/sale/flat/308561355/,Москва,sale,flat,11,20,4,97.13,33801240.0,2026,-1,Монолитный,-1,"Без отделки, черновая","68,1 м²",24 м²,+74951379869,Преображенское,Потешная ,,Преображенская площадь,EvoPark Сокольники
А101,developer,https://www.cian.ru/sale/flat/307601661/,Москва,sale,flat,11,16,4,118.5,33753399.0,2024,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая","51,4 м²","30,3 м²",+74951379021,,проспект Куприна,1к1,Бунинская аллея,Скандинавия
INGRAD,developer,https://www.cian.ru/sale/flat/304079089/,Москва,sale,flat,21,30,4,98.34,33928320,2023,-1,Монолитный,-1,"Без отделки, чистовая",-1,"20,9 м²",+74951346251,Можайский, Петра Алексеева,14,Рабочий посёлок,КутузовGRAD II
MR Group,developer,https://www.cian.ru/sale/flat/307960369/,Москва,sale,flat,32,49,4,100.89,35703690,2027,-1,-1,-1,Предчистовая,"49,5 м²",-1,+74951387212,Покровское-Стрешнево,Волоколамское шоссе,95/1к8,Трикотажная,City Bay
FORMA,developer,https://www.cian.ru/sale/flat/308009071/,Москва,sale,flat,12,30,4,93.8,37167781,2027,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая","61,7 м²",-1,+74951379136,Щукино,проезд 4-й Красногорский,3,Стрешнево,Moments
INGRAD,developer,https://www.cian.ru/sale/flat/304079229/,Москва,sale,flat,20,29,4,124.84,39660180,2023,-1,Монолитный,-1,"Без отделки, чистовая",-1,"6,4 м²",+74951346251,Можайский, Петра Алексеева,14,Рабочий посёлок,КутузовGRAD II
MR Group,developer,https://www.cian.ru/sale/flat/307961907/,Москва,sale,flat,3,20,4,111.4,42001549,2023,-1,Монолитно-кирпичный,-1,Предчистовая,"54,4 м²","30,3 м²",+74951387212,Покровское-Стрешнево,Волоколамское шоссе,95/2к3,Трикотажная,City Bay
Минские холмы,developer,https://www.cian.ru/sale/flat/300673108/,Москва,sale,flat,8,56,4,112.2,43522638,2024,-1,Монолитный,-1,Без отделки,"71,5 м²",6 м²,+74951374902,Раменки,,,Минская,Вилл Тауэрс ЖК
ID 102264,realtor,https://www.cian.ru/sale/flat/307510035/,Москва,sale,flat,9,19,4,130.0,43900000,2009,-1,-1,-1,-1,60 м²,20 м²,+79852541304,Соколиная гора,проспект Буденного,9,Семёновская,
ID 109993060,realtor,https://www.cian.ru/sale/flat/309054376/,Москва,sale,flat,7,17,4,90.0,45000000,2021,-1,-1,-1,-1,70 м²,8 м²,+79660612060,Можайский, Красных Зорь,33А,Рабочий посёлок,Манифест
Гуд Риелтор,real_estate_agent,https://www.cian.ru/sale/flat/308982405/,Москва,sale,flat,2,3,4,97.0,47500000,-1,-1,-1,-1,-1,68 м²,15 м²,+79857822780,Басманный, Машкова,11С1,Красные ворота,
Основа,developer,https://www.cian.ru/sale/flat/297432219/,Москва,sale,flat,3,31,4,111.3,47636400,2024,-1,Монолитно-кирпичный,-1,"Без отделки, черновая","80,4 м²","25,9 м²",+74951374125,Марфино,Ботаническая ,29Ак3,Улица Милашенкова,VERY
MR Group,developer,https://www.cian.ru/sale/flat/306067897/,Москва,sale,flat,5,57,4,82.36,51236156,2024,-1,Монолитно-кирпичный,-1,Предчистовая,-1,-1,+74951387228,Филевский парк,,,Фили,Фили Сити ЖК
Эталон,developer,https://www.cian.ru/sale/flat/303392189/,Москва,sale,flat,24,28,4,122.9,51228575,2024,-1,"Монолитно-кирпичный, монолитный",-1,Без отделки,"57,2 м²","22,4 м²",+74951387063,Даниловский,1-я оч.,к5,Технопарк,Shagal
Лайм,developer,https://www.cian.ru/sale/flat/308166120/,Москва,sale,flat,27,27,4,134.2,53543160,2022,-1,-1,-1,Без отделки,-1,-1,+74951374303,Алексеевский,Староалексеевская ,5А,Алексеевская,Лайм
494 УНР,developer,https://www.cian.ru/sale/flat/304416219/,Москва,sale,flat,2,16,4,112.7,55406138,2021,-1,Монолитный,-1,"Без отделки, чистовая",-1,-1,+74951387125,Сокольники, Матросская Тишина,12,Сокольники,Ренессанс
КОРТРОС,developer,https://www.cian.ru/sale/flat/307731133/,Москва,sale,flat,27,49,4,109.76,55428800,2027,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая",53 м²,-1,+74951387167,Марьина роща, Веткина,2С8,Марьина Роща,TATE 
КОРТРОС,developer,https://www.cian.ru/sale/flat/306568124/,Москва,sale,flat,12,32,4,128.3,58248200,2023,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая, чистовая","96,2 м²",-1,+74951375236,Останкинский, Годовикова,11к4,Алексеевская,iLove
Доступная Недвижимость. 8 отдел,real_estate_agent,https://www.cian.ru/sale/flat/302073971/,Москва,sale,flat,1,5,4,120.9,60000000,1909,-1,-1,-1,-1,"63,7 м²","27,3 м²",+79651073943,Тверской, Петровка,17С3,Театральная,
Велесстрой,developer,https://www.cian.ru/sale/flat/307310076/,Москва,sale,flat,24,24,4,143.29,62331150,2021,-1,Монолитный,-1,"Без отделки, предчистовая","89,1 м²",-1,+74951374403,Фили-Давыдково,Кастанаевская ,66,Кунцевская,Shome
Radiance Group,real_estate_agent,https://www.cian.ru/sale/flat/308524584/,Москва,sale,flat,20,21,4,148.3,62700000,2005,-1,-1,-1,-1,"95,2 м²","12,7 м²",+79660589326,Тропарево-Никулино, Коштоянца,20К3,Юго-Западная,
Level Group,developer,https://www.cian.ru/sale/flat/308959846/,Москва,sale,flat,6,30,4,95.1,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, чистовая",45 м²,"29,6 м²",+74951374693,Очаково-Матвеевское,,к3,Аминьевская,Левел Мичуринский ЖК,
,,https://www.cian.ru/sale/flat/302896362/,Москва,sale,flat,17,18,4,97.62,2011,-1,-1,-1,-1,-1,-1,+78005116552,Щукино, Маршала Рыбалко,2к4,Панфиловская,Маршал,68968133.0
Пионер,developer,https://www.cian.ru/sale/flat/301460113/,Москва,sale,flat,6,26,4,104.4,74437826.0,2027,-1,Монолитный,-1,"Без отделки, предчистовая, чистовая",-1,-1,+74951387048,Даниловский,,,Павелецкая,Хай Лайф ЖК
Level Group,developer,https://www.cian.ru/sale/flat/308959906/,Москва,sale,flat,37,45,4,103.2,,2024,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, чистовая","50,1 м²","30,5 м²",+74951374693,Очаково-Матвеевское,,к4,Аминьевская,Левел Мичуринский ЖК
REPLACE,real_estate_agent,https://www.cian.ru/sale/flat/301215442/,Москва,sale,flat,11,20,5,165.0,200000000,2019,-1,-1,-1,-1,100 м²,20 м²,+79169176947,Пресненский,Мантулинская ,9к2,Деловой центр,City Park
Premium Realty,real_estate_agent,https://www.cian.ru/sale/flat/300639974/,Москва,sale,flat,5,6,5,186.0,203326034,2000,-1,-1,-1,-1,30 м²,20 м²,+79858879211,Тверской,1-й Колобовский переулок,18,Трубная,
Мария Кувшинникова,realtor,https://www.cian.ru/sale/flat/307359700/,Москва,sale,flat,4,15,5,191.5,240000000,2013,-1,-1,-1,-1,"113,5 м²","34,7 м²",+79645674701,Кунцево,Молодогвардейская ,8к1,Кунцевская,
FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/209040915/,Москва,sale,flat,29,31,5,275.5,241320064,2008,-1,-1,-1,-1,-1,-1,+79160186559,Очаково-Матвеевское,Нежинская ,1к2,Пионерская,Кутузовская Ривьера
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297161817/,Москва,sale,flat,5,7,5,204.4,290970240,2016,-1,-1,-1,-1,130 м²,25 м²,+79855712717,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
Chase R.E.S.,real_estate_agent,https://www.cian.ru/sale/flat/285610234/,Москва,sale,flat,2,7,5,313.0,289900000,2005,-1,-1,-1,-1,185 м²,51 м²,+79153446474,Хамовники,7-й Ростовский переулок,11,Киевская,Дом в Ростовском переулке
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290380871/,Москва,sale,flat,7,7,5,296.4,382500000,2016,-1,-1,-1,-1,146 м²,26 м²,+79645387315,Тверской, Большая Дмитровка,7/5С2,Театральная,Советник
Premium Realty,real_estate_agent,https://www.cian.ru/sale/flat/309273688/,Москва,sale,flat,7,7,5,265.0,382450000,-1,-1,-1,-1,-1,220 м²,25 м²,+79858879211,Тверской, Большая Дмитровка,7/5С2,Театральная,Советник
Premium Realty,real_estate_agent,https://www.cian.ru/sale/flat/309176773/,Москва,sale,flat,4,6,5,213.5,441000000,2006,-1,-1,-1,-1,"178,5 м²",30 м²,+79854770886,Хамовники,переулок Коробейников,1,Парк Культуры,Кристалл Хаус
